year,term,month,day
2001,立夏,5,5
2001,小满,5,21
2001,芒种,6,5
2001,夏至,6,21
2001,小暑,7,7
2001,大暑,7,23
2001,立秋,8,7
2001,处暑,8,23
2001,白露,9,7
2001,秋分,9,23
2001,寒露,10,8
2001,霜降,10,23
2001,立冬,11,7
2001,小雪,11,22
2001,大雪,12,7
2001,冬至,12,22
2002,小寒,1,5
2002,大寒,1,20
2002,立春,2,4
2002,雨水,2,19
2002,惊蛰,3,6
2002,春分,3,21
2002,清明,4,5
2002,谷雨,4,20
2002,立夏,5,6
2002,小满,5,21
2002,芒种,6,6
2002,夏至,6,21
2002,小暑,7,7
2002,大暑,7,23
2002,立秋,8,8
2002,处暑,8,23
2002,白露,9,8
2002,秋分,9,23
2002,寒露,10,8
2002,霜降,10,23
2002,立冬,11,7
2002,小雪,11,22
2002,大雪,12,7
2002,冬至,12,22
2003,小寒,1,6
2003,大寒,1,20
2003,立春,2,4
2003,雨水,2,19
2003,惊蛰,3,6
2003,春分,3,21
2003,清明,4,5
2003,谷雨,4,20
2003,立夏,5,6
2003,小满,5,21
2003,芒种,6,6
2003,夏至,6,22
2003,小暑,7,7
2003,大暑,7,23
2003,立秋,8,8
2003,处暑,8,23
2003,白露,9,8
2003,秋分,9,23
2003,寒露,10,9
2003,霜降,10,24
2003,立冬,11,8
2003,小雪,11,23
2003,大雪,12,7
2003,冬至,12,22
2004,小寒,1,6
2004,大寒,1,21
2004,立春,2,4
2004,雨水,2,19
2004,惊蛰,3,5
2004,春分,3,20
2004,清明,4,4
2004,谷雨,4,20
2004,立夏,5,5
2004,小满,5,21
2004,芒种,6,5
2004,夏至,6,21
2004,小暑,7,7
2004,大暑,7,22
2004,立秋,8,7
2004,处暑,8,23
2004,白露,9,7
2004,秋分,9,23
2004,寒露,10,8
2004,霜降,10,23
2004,立冬,11,7
2004,小雪,11,22
2004,大雪,12,7
2004,冬至,12,21
2005,小寒,1,5
2005,大寒,1,20
2005,立春,2,4
2005,雨水,2,18
2005,惊蛰,3,5
2005,春分,3,20
2005,清明,4,5
2005,谷雨,4,20
2005,立夏,5,5
2005,小满,5,21
2005,芒种,6,5
2005,夏至,6,21
2005,小暑,7,7
2005,大暑,7,23
2005,立秋,8,7
2005,处暑,8,23
2005,白露,9,7
2005,秋分,9,23
2005,寒露,10,8
2005,霜降,10,23
2005,立冬,11,7
2005,小雪,11,22
2005,大雪,12,7
2005,冬至,12,22
2006,小寒,1,5
2006,大寒,1,20
2006,立春,2,4
2006,雨水,2,19
2006,惊蛰,3,6
2006,春分,3,21
2006,清明,4,5
2006,谷雨,4,20
2006,立夏,5,5
2006,小满,5,21
2006,芒种,6,6
2006,夏至,6,21
2006,小暑,7,7
2006,大暑,7,23
2006,立秋,8,7
2006,处暑,8,23
2006,白露,9,8
2006,秋分,9,23
2006,寒露,10,8
2006,霜降,10,23
2006,立冬,11,7
2006,小雪,11,22
2006,大雪,12,7
2006,冬至,12,22
2007,小寒,1,6
2007,大寒,1,20
2007,立春,2,4
2007,雨水,2,19
2007,惊蛰,3,6
2007,春分,3,21
2007,清明,4,5
2007,谷雨,4,20
2007,立夏,5,6
2007,小满,5,21
2007,芒种,6,6
2007,夏至,6,22
2007,小暑,7,7
2007,大暑,7,23
2007,立秋,8,8
2007,处暑,8,23
2007,白露,9,8
2007,秋分,9,23
2007,寒露,10,9
2007,霜降,10,24
2007,立冬,11,8
2007,小雪,11,23
2007,大雪,12,7
2007,冬至,12,22
2008,小寒,1,6
2008,大寒,1,21
2008,立春,2,4
2008,雨水,2,19
2008,惊蛰,3,5
2008,春分,3,20
2008,清明,4,4
2008,谷雨,4,20
2008,立夏,5,5
2008,小满,5,21
2008,芒种,6,5
2008,夏至,6,21
2008,小暑,7,7
2008,大暑,7,22
2008,立秋,8,7
2008,处暑,8,23
2008,白露,9,7
2008,秋分,9,22
2008,寒露,10,8
2008,霜降,10,23
2008,立冬,11,7
2008,小雪,11,22
2008,大雪,12,7
2008,冬至,12,21
2009,小寒,1,5
2009,大寒,1,20
2009,立春,2,4
2009,雨水,2,18
2009,惊蛰,3,5
2009,春分,3,20
2009,清明,4,4
2009,谷雨,4,20
2009,立夏,5,5
2009,小满,5,21
2009,芒种,6,5
2009,夏至,6,21
2009,小暑,7,7
2009,大暑,7,23
2009,立秋,8,7
2009,处暑,8,23
2009,白露,9,7
2009,秋分,9,23
2009,寒露,10,8
2009,霜降,10,23
2009,立冬,11,7
2009,小雪,11,22
2009,大雪,12,7
2009,冬至,12,22
2010,小寒,1,5
2010,大寒,1,20
2010,立春,2,4
2010,雨水,2,19
2010,惊蛰,3,6
2010,春分,3,21
2010,清明,4,5
2010,谷雨,4,20
2010,立夏,5,5
2010,小满,5,21
2010,芒种,6,6
2010,夏至,6,21
2010,小暑,7,7
2010,大暑,7,23
2010,立秋,8,7
2010,处暑,8,23
2010,白露,9,8
2010,秋分,9,23
2010,寒露,10,8
2010,霜降,10,23
2010,立冬,11,7
2010,小雪,11,22
2010,大雪,12,7
2010,冬至,12,22
2011,小寒,1,6
2011,大寒,1,20
2011,立春,2,4
2011,雨水,2,19
2011,惊蛰,3,6
2011,春分,3,21
2011,清明,4,5
2011,谷雨,4,20
2011,立夏,5,6
2011,小满,5,21
2011,芒种,6,6
2011,夏至,6,22
2011,小暑,7,7
2011,大暑,7,23
2011,立秋,8,8
2011,处暑,8,23
2011,白露,9,8
2011,秋分,9,23
2011,寒露,10,8
2011,霜降,10,24
2011,立冬,11,8
2011,小雪,11,23
2011,大雪,12,7
2011,冬至,12,22
2012,小寒,1,6
2012,大寒,1,21
2012,立春,2,4
2012,雨水,2,19
2012,惊蛰,3,5
2012,春分,3,20
2012,清明,4,4
2012,谷雨,4,20
2012,立夏,5,5
2012,小满,5,20
2012,芒种,6,5
2012,夏至,6,21
2012,小暑,7,7
2012,大暑,7,22
2012,立秋,8,7
2012,处暑,8,23
2012,白露,9,7
2012,秋分,9,22
2012,寒露,10,8
2012,霜降,10,23
2012,立冬,11,7
2012,小雪,11,22
2012,大雪,12,7
2012,冬至,12,21
2013,小寒,1,5
2013,大寒,1,20
2013,立春,2,4
2013,雨水,2,18
2013,惊蛰,3,5
2013,春分,3,20
2013,清明,4,4
2013,谷雨,4,20
2013,立夏,5,5
2013,小满,5,21
2013,芒种,6,5
2013,夏至,6,21
2013,小暑,7,7
2013,大暑,7,22
2013,立秋,8,7
2013,处暑,8,23
2013,白露,9,7
2013,秋分,9,23
2013,寒露,10,8
2013,霜降,10,23
2013,立冬,11,7
2013,小雪,11,22
2013,大雪,12,7
2013,冬至,12,22
2014,小寒,1,5
2014,大寒,1,20
2014,立春,2,4
2014,雨水,2,19
2014,惊蛰,3,6
2014,春分,3,21
2014,清明,4,5
2014,谷雨,4,20
2014,立夏,5,5
2014,小满,5,21
2014,芒种,6,6
2014,夏至,6,21
2014,小暑,7,7
2014,大暑,7,23
2014,立秋,8,7
2014,处暑,8,23
2014,白露,9,8
2014,秋分,9,23
2014,寒露,10,8
2014,霜降,10,23
2014,立冬,11,7
2014,小雪,11,22
2014,大雪,12,7
2014,冬至,12,22
2015,小寒,1,6
2015,大寒,1,20
2015,立春,2,4
2015,雨水,2,19
2015,惊蛰,3,6
2015,春分,3,21
2015,清明,4,5
2015,谷雨,4,20
2015,立夏,5,6
2015,小满,5,21
2015,芒种,6,6
2015,夏至,6,22
2015,小暑,7,7
2015,大暑,7,23
2015,立秋,8,8
2015,处暑,8,23
2015,白露,9,8
2015,秋分,9,23
2015,寒露,10,8
2015,霜降,10,24
2015,立冬,11,8
2015,小雪,11,22
2015,大雪,12,7
2015,冬至,12,22
2016,小寒,1,6
2016,大寒,1,20
2016,立春,2,4
2016,雨水,2,19
2016,惊蛰,3,5
2016,春分,3,20
2016,清明,4,4
2016,谷雨,4,19
2016,立夏,5,5
2016,小满,5,20
2016,芒种,6,5
2016,夏至,6,21
2016,小暑,7,7
2016,大暑,7,22
2016,立秋,8,7
2016,处暑,8,23
2016,白露,9,7
2016,秋分,9,22
2016,寒露,10,8
2016,霜降,10,23
2016,立冬,11,7
2016,小雪,11,22
2016,大雪,12,7
2016,冬至,12,21
2017,小寒,1,5
2017,大寒,1,20
2017,立春,2,3
2017,雨水,2,18
2017,惊蛰,3,5
2017,春分,3,20
2017,清明,4,4
2017,谷雨,4,20
2017,立夏,5,5
2017,小满,5,21
2017,芒种,6,5
2017,夏至,6,21
2017,小暑,7,7
2017,大暑,7,22
2017,立秋,8,7
2017,处暑,8,23
2017,白露,9,7
2017,秋分,9,23
2017,寒露,10,8
2017,霜降,10,23
2017,立冬,11,7
2017,小雪,11,22
2017,大雪,12,7
2017,冬至,12,22
2018,小寒,1,5
2018,大寒,1,20
2018,立春,2,4
2018,雨水,2,19
2018,惊蛰,3,5
2018,春分,3,21
2018,清明,4,5
2018,谷雨,4,20
2018,立夏,5,5
2018,小满,5,21
2018,芒种,6,6
2018,夏至,6,21
2018,小暑,7,7
2018,大暑,7,23
2018,立秋,8,7
2018,处暑,8,23
2018,白露,9,8
2018,秋分,9,23
2018,寒露,10,8
2018,霜降,10,23
2018,立冬,11,7
2018,小雪,11,22
2018,大雪,12,7
2018,冬至,12,22
2019,小寒,1,5
2019,大寒,1,20
2019,立春,2,4
2019,雨水,2,19
2019,惊蛰,3,6
2019,春分,3,21
2019,清明,4,5
2019,谷雨,4,20
2019,立夏,5,6
2019,小满,5,21
2019,芒种,6,6
2019,夏至,6,21
2019,小暑,7,7
2019,大暑,7,23
2019,立秋,8,8
2019,处暑,8,23
2019,白露,9,8
2019,秋分,9,23
2019,寒露,10,8
2019,霜降,10,24
2019,立冬,11,8
2019,小雪,11,22
2019,大雪,12,7
2019,冬至,12,22
2020,小寒,1,6
2020,大寒,1,20
2020,立春,2,4
2020,雨水,2,19
2020,惊蛰,3,5
2020,春分,3,20
2020,清明,4,4
2020,谷雨,4,19
2020,立夏,5,5
2020,小满,5,20
2020,芒种,6,5
2020,夏至,6,21
2020,小暑,7,6
2020,大暑,7,22
2020,立秋,8,7
2020,处暑,8,22
2020,白露,9,7
2020,秋分,9,22
2020,寒露,10,8
2020,霜降,10,23
2020,立冬,11,7
2020,小雪,11,22
2020,大雪,12,7
2020,冬至,12,21
2021,小寒,1,5
2021,大寒,1,20
2021,立春,2,3
2021,雨水,2,18
2021,惊蛰,3,5
2021,春分,3,20
2021,清明,4,4
2021,谷雨,4,20
2021,立夏,5,5
2021,小满,5,21
2021,芒种,6,5
2021,夏至,6,21
2021,小暑,7,7
2021,大暑,7,22
2021,立秋,8,7
2021,处暑,8,23
2021,白露,9,7
2021,秋分,9,23
2021,寒露,10,8
2021,霜降,10,23
2021,立冬,11,7
2021,小雪,11,22
2021,大雪,12,7
2021,冬至,12,21
2022,小寒,1,5
2022,大寒,1,20
2022,立春,2,4
2022,雨水,2,19
2022,惊蛰,3,5
2022,春分,3,20
2022,清明,4,5
2022,谷雨,4,20
2022,立夏,5,5
2022,小满,5,21
2022,芒种,6,6
2022,夏至,6,21
2022,小暑,7,7
2022,大暑,7,23
2022,立秋,8,7
2022,处暑,8,23
2022,白露,9,7
2022,秋分,9,23
2022,寒露,10,8
2022,霜降,10,23
2022,立冬,11,7
2022,小雪,11,22
2022,大雪,12,7
2022,冬至,12,22
2023,小寒,1,5
2023,大寒,1,20
2023,立春,2,4
2023,雨水,2,19
2023,惊蛰,3,6
2023,春分,3,21
2023,清明,4,5
2023,谷雨,4,20
2023,立夏,5,6
2023,小满,5,21
2023,芒种,6,6
2023,夏至,6,21
2023,小暑,7,7
2023,大暑,7,23
2023,立秋,8,8
2023,处暑,8,23
2023,白露,9,8
2023,秋分,9,23
2023,寒露,10,8
2023,霜降,10,24
2023,立冬,11,8
2023,小雪,11,22
2023,大雪,12,7
2023,冬至,12,22
2024,小寒,1,6
2024,大寒,1,20
2024,立春,2,4
2024,雨水,2,19
2024,惊蛰,3,5
2024,春分,3,20
2024,清明,4,4
2024,谷雨,4,19
2024,立夏,5,5
2024,小满,5,20
2024,芒种,6,5
2024,夏至,6,21
2024,小暑,7,6
2024,大暑,7,22
2024,立秋,8,7
2024,处暑,8,22
2024,白露,9,7
2024,秋分,9,22
2024,寒露,10,8
2024,霜降,10,23
2024,立冬,11,7
2024,小雪,11,22
2024,大雪,12,6
2024,冬至,12,21
2025,小寒,1,5
2025,大寒,1,20
2025,立春,2,3
2025,雨水,2,18
2025,惊蛰,3,5
2025,春分,3,20
2025,清明,4,4
2025,谷雨,4,20
2025,立夏,5,5
2025,小满,5,21
2025,芒种,6,5
2025,夏至,6,21
2025,小暑,7,7
2025,大暑,7,22
2025,立秋,8,7
2025,处暑,8,23
2025,白露,9,7
2025,秋分,9,23
2025,寒露,10,8
2025,霜降,10,23
2025,立冬,11,7
2025,小雪,11,22
2025,大雪,12,7
2025,冬至,12,21
2026,小寒,1,5
2026,大寒,1,20
2026,立春,2,4
2026,雨水,2,18
2026,惊蛰,3,5
2026,春分,3,20
2026,清明,4,5
2026,谷雨,4,20
2026,立夏,5,5
2026,小满,5,21
2026,芒种,6,5
2026,夏至,6,21
2026,小暑,7,7
2026,大暑,7,23
2026,立秋,8,7
2026,处暑,8,23
2026,白露,9,7
2026,秋分,9,23
2026,寒露,10,8
2026,霜降,10,23
2026,立冬,11,7
2026,小雪,11,22
2026,大雪,12,7
2026,冬至,12,22
2027,小寒,1,5
2027,大寒,1,20
2027,立春,2,4
2027,雨水,2,19
2027,惊蛰,3,6
2027,春分,3,21
2027,清明,4,5
2027,谷雨,4,20
2027,立夏,5,6
2027,小满,5,21
2027,芒种,6,6
2027,夏至,6,21
2027,小暑,7,7
2027,大暑,7,23
2027,立秋,8,8
2027,处暑,8,23
2027,白露,9,8
2027,秋分,9,23
2027,寒露,10,8
2027,霜降,10,23
2027,立冬,11,7
2027,小雪,11,22
2027,大雪,12,7
2027,冬至,12,22
2028,小寒,1,6
2028,大寒,1,20
2028,立春,2,4
2028,雨水,2,19
2028,惊蛰,3,5
2028,春分,3,20
2028,清明,4,4
2028,谷雨,4,19
2028,立夏,5,5
2028,小满,5,20
2028,芒种,6,5
2028,夏至,6,21
2028,小暑,7,6
2028,大暑,7,22
2028,立秋,8,7
2028,处暑,8,22
2028,白露,9,7
2028,秋分,9,22
2028,寒露,10,8
2028,霜降,10,23
2028,立冬,11,7
2028,小雪,11,22
2028,大雪,12,6
2028,冬至,12,21
2029,小寒,1,5
2029,大寒,1,20
2029,立春,2,3
2029,雨水,2,18
2029,惊蛰,3,5
2029,春分,3,20
2029,清明,4,4
2029,谷雨,4,20
2029,立夏,5,5
2029,小满,5,21
2029,芒种,6,5
2029,夏至,6,21
2029,小暑,7,7
2029,大暑,7,22
2029,立秋,8,7
2029,处暑,8,23
2029,白露,9,7
2029,秋分,9,23
2029,寒露,10,8
2029,霜降,10,23
2029,立冬,11,7
2029,小雪,11,22
2029,大雪,12,7
2029,冬至,12,21
2030,小寒,1,5
2030,大寒,1,20
2030,立春,2,4
2030,雨水,2,18
2030,惊蛰,3,5
2030,春分,3,20
2030,清明,4,5
2030,谷雨,4,20
2030,立夏,5,5
2030,小满,5,21
2030,芒种,6,5
2030,夏至,6,21
2030,小暑,7,7
2030,大暑,7,23
2030,立秋,8,7
2030,处暑,8,23
2030,白露,9,7
2030,秋分,9,23
2030,寒露,10,8
2030,霜降,10,23
2030,立冬,11,7
2030,小雪,11,22
2030,大雪,12,7
2030,冬至,12,22
2031,小寒,1,5
2031,大寒,1,20
2031,立春,2,4
2031,雨水,2,19
2031,惊蛰,3,6
2031,春分,3,21
2031,清明,4,5
2031,谷雨,4,20
2031,立夏,5,6
2031,小满,5,21
2031,芒种,6,6
2031,夏至,6,21
2031,小暑,7,7
2031,大暑,7,23
2031,立秋,8,8
2031,处暑,8,23
2031,白露,9,8
2031,秋分,9,23
2031,寒露,10,8
2031,霜降,10,23
2031,立冬,11,7
2031,小雪,11,22
2031,大雪,12,7
2031,冬至,12,22
2032,小寒,1,6
2032,大寒,1,20
2032,立春,2,4
2032,雨水,2,19
2032,惊蛰,3,5
2032,春分,3,20
2032,清明,4,4
2032,谷雨,4,19
2032,立夏,5,5
2032,小满,5,20
2032,芒种,6,5
2032,夏至,6,21
2032,小暑,7,6
2032,大暑,7,22
2032,立秋,8,7
2032,处暑,8,22
2032,白露,9,7
2032,秋分,9,22
2032,寒露,10,8
2032,霜降,10,23
2032,立冬,11,7
2032,小雪,11,22
2032,大雪,12,6
2032,冬至,12,21
2033,小寒,1,5
2033,大寒,1,20
2033,立春,2,3
2033,雨水,2,18
2033,惊蛰,3,5
2033,春分,3,20
2033,清明,4,4
2033,谷雨,4,20
2033,立夏,5,5
2033,小满,5,21
2033,芒种,6,5
2033,夏至,6,21
2033,小暑,7,7
2033,大暑,7,22
2033,立秋,8,7
2033,处暑,8,23
2033,白露,9,7
2033,秋分,9,23
2033,寒露,10,8
2033,霜降,10,23
2033,立冬,11,7
2033,小雪,11,22
2033,大雪,12,7
2033,冬至,12,21
2034,小寒,1,5
2034,大寒,1,20
2034,立春,2,4
2034,雨水,2,18
2034,惊蛰,3,5
2034,春分,3,20
2034,清明,4,5
2034,谷雨,4,20
2034,立夏,5,5
2034,小满,5,21
2034,芒种,6,5
2034,夏至,6,21
2034,小暑,7,7
2034,大暑,7,23
2034,立秋,8,7
2034,处暑,8,23
2034,白露,9,7
2034,秋分,9,23
2034,寒露,10,8
2034,霜降,10,23
2034,立冬,11,7
2034,小雪,11,22
2034,大雪,12,7
2034,冬至,12,22
2035,小寒,1,5
2035,大寒,1,20
2035,立春,2,4
2035,雨水,2,19
2035,惊蛰,3,6
2035,春分,3,21
2035,清明,4,5
2035,谷雨,4,20
2035,立夏,5,5
2035,小满,5,21
2035,芒种,6,6
2035,夏至,6,21
2035,小暑,7,7
2035,大暑,7,23
2035,立秋,8,7
2035,处暑,8,23
2035,白露,9,8
2035,秋分,9,23
2035,寒露,10,8
2035,霜降,10,23
2035,立冬,11,7
2035,小雪,11,22
2035,大雪,12,7
2035,冬至,12,22
2036,小寒,1,6
2036,大寒,1,20
2036,立春,2,4
2036,雨水,2,19
2036,惊蛰,3,5
2036,春分,3,20
2036,清明,4,4
2036,谷雨,4,19
2036,立夏,5,5
2036,小满,5,20
2036,芒种,6,5
2036,夏至,6,21
2036,小暑,7,6
2036,大暑,7,22
2036,立秋,8,7
2036,处暑,8,22
2036,白露,9,7
2036,秋分,9,22
2036,寒露,10,8
2036,霜降,10,23
2036,立冬,11,7
2036,小雪,11,22
2036,大雪,12,6
2036,冬至,12,21
2037,小寒,1,5
2037,大寒,1,20
2037,立春,2,3
2037,雨水,2,18
2037,惊蛰,3,5
2037,春分,3,20
2037,清明,4,4
2037,谷雨,4,20
2037,立夏,5,5
2037,小满,5,21
2037,芒种,6,5
2037,夏至,6,21
2037,小暑,7,7
2037,大暑,7,22
2037,立秋,8,7
2037,处暑,8,23
2037,白露,9,7
2037,秋分,9,23
2037,寒露,10,8
2037,霜降,10,23
2037,立冬,11,7
2037,小雪,11,22
2037,大雪,12,7
2037,冬至,12,21
2038,小寒,1,5
2038,大寒,1,20
2038,立春,2,4
2038,雨水,2,18
2038,惊蛰,3,5
2038,春分,3,20
2038,清明,4,5
2038,谷雨,4,20
2038,立夏,5,5
2038,小满,5,21
2038,芒种,6,5
2038,夏至,6,21
2038,小暑,7,7
2038,大暑,7,23
2038,立秋,8,7
2038,处暑,8,23
2038,白露,9,7
2038,秋分,9,23
2038,寒露,10,8
2038,霜降,10,23
2038,立冬,11,7
2038,小雪,11,22
2038,大雪,12,7
2038,冬至,12,22
2039,小寒,1,5
2039,大寒,1,20
2039,立春,2,4
2039,雨水,2,19
2039,惊蛰,3,6
2039,春分,3,21
2039,清明,4,5
2039,谷雨,4,20
2039,立夏,5,5
2039,小满,5,21
2039,芒种,6,6
2039,夏至,6,21
2039,小暑,7,7
2039,大暑,7,23
2039,立秋,8,7
2039,处暑,8,23
2039,白露,9,8
2039,秋分,9,23
2039,寒露,10,8
2039,霜降,10,23
2039,立冬,11,7
2039,小雪,11,22
2039,大雪,12,7
2039,冬至,12,22
2040,小寒,1,6
2040,大寒,1,20
2040,立春,2,4
2040,雨水,2,19
2040,惊蛰,3,5
2040,春分,3,20
2040,清明,4,4
2040,谷雨,4,19
2040,立夏,5,5
2040,小满,5,20
2040,芒种,6,5
2040,夏至,6,21
2040,小暑,7,6
2040,大暑,7,22
2040,立秋,8,7
2040,处暑,8,22
2040,白露,9,7
2040,秋分,9,22
2040,寒露,10,8
2040,霜降,10,23
2040,立冬,11,7
2040,小雪,11,22
2040,大雪,12,6
2040,冬至,12,21
2041,小寒,1,5
2041,大寒,1,20
2041,立春,2,3
2041,雨水,2,18
2041,惊蛰,3,5
2041,春分,3,20
2041,清明,4,4
2041,谷雨,4,20
2041,立夏,5,5
2041,小满,5,20
2041,芒种,6,5
2041,夏至,6,21
2041,小暑,7,7
2041,大暑,7,22
2041,立秋,8,7
2041,处暑,8,23
2041,白露,9,7
2041,秋分,9,22
2041,寒露,10,8
2041,霜降,10,23
2041,立冬,11,7
2041,小雪,11,22
2041,大雪,12,7
2041,冬至,12,21
2042,小寒,1,5
2042,大寒,1,20
2042,立春,2,4
2042,雨水,2,18
2042,惊蛰,3,5
2042,春分,3,20
2042,清明,4,4
2042,谷雨,4,20
2042,立夏,5,5
2042,小满,5,21
2042,芒种,6,5
2042,夏至,6,21
2042,小暑,7,7
2042,大暑,7,23
2042,立秋,8,7
2042,处暑,8,23
2042,白露,9,7
2042,秋分,9,23
2042,寒露,10,8
2042,霜降,10,23
2042,立冬,11,7
2042,小雪,11,22
2042,大雪,12,7
2042,冬至,12,22
2043,小寒,1,5
2043,大寒,1,20
2043,立春,2,4
2043,雨水,2,19
2043,惊蛰,3,6
2043,春分,3,21
2043,清明,4,5
2043,谷雨,4,20
2043,立夏,5,5
2043,小满,5,21
2043,芒种,6,6
2043,夏至,6,21
2043,小暑,7,7
2043,大暑,7,23
2043,立秋,8,7
2043,处暑,8,23
2043,白露,9,8
2043,秋分,9,23
2043,寒露,10,8
2043,霜降,10,23
2043,立冬,11,7
2043,小雪,11,22
2043,大雪,12,7
2043,冬至,12,22
2044,小寒,1,6
2044,大寒,1,20
2044,立春,2,4
2044,雨水,2,19
2044,惊蛰,3,5
2044,春分,3,20
2044,清明,4,4
2044,谷雨,4,19
2044,立夏,5,5
2044,小满,5,20
2044,芒种,6,5
2044,夏至,6,21
2044,小暑,7,6
2044,大暑,7,22
2044,立秋,8,7
2044,处暑,8,22
2044,白露,9,7
2044,秋分,9,22
2044,寒露,10,7
2044,霜降,10,23
2044,立冬,11,7
2044,小雪,11,22
2044,大雪,12,6
2044,冬至,12,21
2045,小寒,1,5
2045,大寒,1,20
2045,立春,2,3
2045,雨水,2,18
2045,惊蛰,3,5
2045,春分,3,20
2045,清明,4,4
2045,谷雨,4,19
2045,立夏,5,5
2045,小满,5,20
2045,芒种,6,5
2045,夏至,6,21
2045,小暑,7,7
2045,大暑,7,22
2045,立秋,8,7
2045,处暑,8,23
2045,白露,9,7
2045,秋分,9,22
2045,寒露,10,8
2045,霜降,10,23
2045,立冬,11,7
2045,小雪,11,22
2045,大雪,12,7
2045,冬至,12,21
2046,小寒,1,5
2046,大寒,1,20
2046,立春,2,4
2046,雨水,2,18
2046,惊蛰,3,5
2046,春分,3,20
2046,清明,4,4
2046,谷雨,4,20
2046,立夏,5,5
2046,小满,5,21
2046,芒种,6,5
2046,夏至,6,21
2046,小暑,7,7
2046,大暑,7,22
2046,立秋,8,7
2046,处暑,8,23
2046,白露,9,7
2046,秋分,9,23
2046,寒露,10,8
2046,霜降,10,23
2046,立冬,11,7
2046,小雪,11,22
2046,大雪,12,7
2046,冬至,12,22
2047,小寒,1,5
2047,大寒,1,20
2047,立春,2,4
2047,雨水,2,19
2047,惊蛰,3,6
2047,春分,3,21
2047,清明,4,5
2047,谷雨,4,20
2047,立夏,5,5
2047,小满,5,21
2047,芒种,6,6
2047,夏至,6,21
2047,小暑,7,7
2047,大暑,7,23
2047,立秋,8,7
2047,处暑,8,23
2047,白露,9,8
2047,秋分,9,23
2047,寒露,10,8
2047,霜降,10,23
2047,立冬,11,7
2047,小雪,11,22
2047,大雪,12,7
2047,冬至,12,22
2048,小寒,1,6
2048,大寒,1,20
2048,立春,2,4
2048,雨水,2,19
2048,惊蛰,3,5
2048,春分,3,20
2048,清明,4,4
2048,谷雨,4,19
2048,立夏,5,5
2048,小满,5,20
2048,芒种,6,5
2048,夏至,6,20
2048,小暑,7,6
2048,大暑,7,22
2048,立秋,8,7
2048,处暑,8,22
2048,白露,9,7
2048,秋分,9,22
2048,寒露,10,7
2048,霜降,10,23
2048,立冬,11,7
2048,小雪,11,21
2048,大雪,12,6
2048,冬至,12,21
2049,小寒,1,5
2049,大寒,1,19
2049,立春,2,3
2049,雨水,2,18
2049,惊蛰,3,5
2049,春分,3,20
2049,清明,4,4
2049,谷雨,4,19
2049,立夏,5,5
2049,小满,5,20
2049,芒种,6,5
2049,夏至,6,21
2049,小暑,7,6
2049,大暑,7,22
2049,立秋,8,7
2049,处暑,8,22
2049,白露,9,7
2049,秋分,9,22
2049,寒露,10,8
2049,霜降,10,23
2049,立冬,11,7
2049,小雪,11,22
2049,大雪,12,7
2049,冬至,12,21
2050,小寒,1,5
2050,大寒,1,20
2050,立春,2,3
2050,雨水,2,18
2050,惊蛰,3,5
2050,春分,3,20
2050,清明,4,4
2050,谷雨,4,20
2050,立夏,5,5
2050,小满,5,21
2050,芒种,6,5
2050,夏至,6,21
2050,小暑,7,7
2050,大暑,7,22
2050,立秋,8,7
2050,处暑,8,23
2050,白露,9,7
2050,秋分,9,23
2050,寒露,10,8
2050,霜降,10,23
2050,立冬,11,7
2050,小雪,11,22
2050,大雪,12,7
2050,冬至,12,22
2051,小寒,1,5
2051,大寒,1,20
2051,立春,2,4
2051,雨水,2,19
2051,惊蛰,3,5
2051,春分,3,20
2051,清明,4,5
2051,谷雨,4,20
2051,立夏,5,5
2051,小满,5,21
2051,芒种,6,6
2051,夏至,6,21
2051,小暑,7,7
2051,大暑,7,23
2051,立秋,8,7
2051,处暑,8,23
2051,白露,9,7
2051,秋分,9,23
2051,寒露,10,8
2051,霜降,10,23
2051,立冬,11,7
2051,小雪,11,22
2051,大雪,12,7
2051,冬至,12,22
2052,小寒,1,5
2052,大寒,1,20
2052,立春,2,4
2052,雨水,2,19
2052,惊蛰,3,5
2052,春分,3,20
2052,清明,4,4
2052,谷雨,4,19
2052,立夏,5,5
2052,小满,5,20
2052,芒种,6,5
2052,夏至,6,20
2052,小暑,7,6
2052,大暑,7,22
2052,立秋,8,7
2052,处暑,8,22
2052,白露,9,7
2052,秋分,9,22
2052,寒露,10,7
2052,霜降,10,23
2052,立冬,11,7
2052,小雪,11,21
2052,大雪,12,6
2052,冬至,12,21
2053,小寒,1,5
2053,大寒,1,19
2053,立春,2,3
2053,雨水,2,18
2053,惊蛰,3,5
2053,春分,3,20
2053,清明,4,4
2053,谷雨,4,19
2053,立夏,5,5
2053,小满,5,20
2053,芒种,6,5
2053,夏至,6,21
2053,小暑,7,6
2053,大暑,7,22
2053,立秋,8,7
2053,处暑,8,22
2053,白露,9,7
2053,秋分,9,22
2053,寒露,10,8
2053,霜降,10,23
2053,立冬,11,7
2053,小雪,11,22
2053,大雪,12,7
2053,冬至,12,21
2054,小寒,1,5
2054,大寒,1,20
2054,立春,2,3
2054,雨水,2,18
2054,惊蛰,3,5
2054,春分,3,20
2054,清明,4,4
2054,谷雨,4,20
2054,立夏,5,5
2054,小满,5,21
2054,芒种,6,5
2054,夏至,6,21
2054,小暑,7,7
2054,大暑,7,22
2054,立秋,8,7
2054,处暑,8,23
2054,白露,9,7
