year,term,jie_zhong,datetime,source_ref,notes
1970,小雪,中气,1970-11-23 01:25,lunar,
1970,大雪,节,1970-12-07 20:37,lunar,
1970,冬至,中气,1970-12-22 14:36,lunar,
1971,小寒,节,1971-01-06 07:45,lunar,
1971,大寒,中气,1971-01-21 01:13,lunar,
1971,立春,节,1971-02-04 19:25,lunar,
1971,雨水,中气,1971-02-19 15:27,lunar,
1971,惊蛰,节,1971-03-06 13:35,lunar,
1971,春分,中气,1971-03-21 14:38,lunar,
1971,清明,节,1971-04-05 18:36,lunar,
1971,谷雨,中气,1971-04-21 01:54,lunar,
1971,立夏,节,1971-05-06 12:08,lunar,
1971,小满,中气,1971-05-22 01:15,lunar,
1971,芒种,节,1971-06-06 16:29,lunar,
1971,夏至,中气,1971-06-22 09:20,lunar,
1971,小暑,节,1971-07-08 02:51,lunar,
1971,大暑,中气,1971-07-23 20:15,lunar,
1971,立秋,节,1971-08-08 12:40,lunar,
1971,处暑,中气,1971-08-24 03:15,lunar,
1971,白露,节,1971-09-08 15:30,lunar,
1971,秋分,中气,1971-09-24 00:45,lunar,
1971,寒露,节,1971-10-09 06:59,lunar,
1971,霜降,中气,1971-10-24 09:53,lunar,
1971,立冬,节,1971-11-08 09:57,lunar,
1971,小雪,中气,1971-11-23 07:14,lunar,
1971,大雪,节,1971-12-08 02:36,lunar,
1971,冬至,中气,1971-12-22 20:24,lunar,
1972,小寒,节,1972-01-06 13:42,lunar,
1972,大寒,中气,1972-01-21 06:59,lunar,
1972,立春,节,1972-02-05 01:20,lunar,
1972,雨水,中气,1972-02-19 21:11,lunar,
1972,惊蛰,节,1972-03-05 19:28,lunar,
1972,春分,中气,1972-03-20 20:21,lunar,
1972,清明,节,1972-04-05 00:29,lunar,
1972,谷雨,中气,1972-04-20 07:37,lunar,
1972,立夏,节,1972-05-05 18:01,lunar,
1972,小满,中气,1972-05-21 06:59,lunar,
1972,芒种,节,1972-06-05 22:22,lunar,
1972,夏至,中气,1972-06-21 15:06,lunar,
1972,小暑,节,1972-07-07 08:43,lunar,
1972,大暑,中气,1972-07-23 02:03,lunar,
1972,立秋,节,1972-08-07 18:28,lunar,
1972,处暑,中气,1972-08-23 09:03,lunar,
1972,白露,节,1972-09-07 21:15,lunar,
1972,秋分,中气,1972-09-23 06:33,lunar,
1972,寒露,节,1972-10-08 12:42,lunar,
1972,霜降,中气,1972-10-23 15:41,lunar,
1972,立冬,节,1972-11-07 15:39,lunar,
1972,小雪,中气,1972-11-22 13:03,lunar,
1972,大雪,节,1972-12-07 08:19,lunar,
1972,冬至,中气,1972-12-22 02:13,lunar,
1973,小寒,节,1973-01-05 19:25,lunar,
1973,大寒,中气,1973-01-20 12:48,lunar,
1973,立春,节,1973-02-04 07:04,lunar,
1973,雨水,中气,1973-02-19 03:01,lunar,
1973,惊蛰,节,1973-03-06 01:13,lunar,
1973,春分,中气,1973-03-21 02:12,lunar,
1973,清明,节,1973-04-05 06:14,lunar,
1973,谷雨,中气,1973-04-20 13:30,lunar,
1973,立夏,节,1973-05-05 23:46,lunar,
1973,小满,中气,1973-05-21 12:54,lunar,
1973,芒种,节,1973-06-06 04:07,lunar,
1973,夏至,中气,1973-06-21 21:01,lunar,
1973,小暑,节,1973-07-07 14:27,lunar,
1973,大暑,中气,1973-07-23 07:56,lunar,
1973,立秋,节,1973-08-08 00:13,lunar,
1973,处暑,中气,1973-08-23 14:53,lunar,
1973,白露,节,1973-09-08 02:59,lunar,
1973,秋分,中气,1973-09-23 12:21,lunar,
1973,寒露,节,1973-10-08 18:27,lunar,
1973,霜降,中气,1973-10-23 21:30,lunar,
1973,立冬,节,1973-11-07 21:28,lunar,
1973,小雪,中气,1973-11-22 18:54,lunar,
1973,大雪,节,1973-12-07 14:10,lunar,
1973,冬至,中气,1973-12-22 08:08,lunar,
1974,小寒,节,1974-01-06 01:20,lunar,
1974,大寒,中气,1974-01-20 18:46,lunar,
1974,立春,节,1974-02-04 13:00,lunar,
1974,雨水,中气,1974-02-19 08:59,lunar,
1974,惊蛰,节,1974-03-06 07:07,lunar,
1974,春分,中气,1974-03-21 08:07,lunar,
1974,清明,节,1974-04-05 12:05,lunar,
1974,谷雨,中气,1974-04-20 19:19,lunar,
1974,立夏,节,1974-05-06 05:34,lunar,
1974,小满,中气,1974-05-21 18:36,lunar,
1974,芒种,节,1974-06-06 09:52,lunar,
1974,夏至,中气,1974-06-22 02:38,lunar,
1974,小暑,节,1974-07-07 20:11,lunar,
1974,大暑,中气,1974-07-23 13:30,lunar,
1974,立秋,节,1974-08-08 05:57,lunar,
1974,处暑,中气,1974-08-23 20:29,lunar,
1974,白露,节,1974-09-08 08:45,lunar,
1974,秋分,中气,1974-09-23 17:58,lunar,
1974,寒露,节,1974-10-09 00:15,lunar,
1974,霜降,中气,1974-10-24 03:11,lunar,
1974,立冬,节,1974-11-08 03:18,lunar,
1974,小雪,中气,1974-11-23 00:38,lunar,
1974,大雪,节,1974-12-07 20:05,lunar,
1974,冬至,中气,1974-12-22 13:56,lunar,
1975,小寒,节,1975-01-06 07:18,lunar,
1975,大寒,中气,1975-01-21 00:36,lunar,
1975,立春,节,1975-02-04 18:59,lunar,
1975,雨水,中气,1975-02-19 14:50,lunar,
1975,惊蛰,节,1975-03-06 13:06,lunar,
1975,春分,中气,1975-03-21 13:57,lunar,
1975,清明,节,1975-04-05 18:02,lunar,
1975,谷雨,中气,1975-04-21 01:07,lunar,
1975,立夏,节,1975-05-06 11:27,lunar,
1975,小满,中气,1975-05-22 00:24,lunar,
1975,芒种,节,1975-06-06 15:42,lunar,
1975,夏至,中气,1975-06-22 08:26,lunar,
1975,小暑,节,1975-07-08 01:59,lunar,
1975,大暑,中气,1975-07-23 19:22,lunar,
1975,立秋,节,1975-08-08 11:45,lunar,
1975,处暑,中气,1975-08-24 02:24,lunar,
1975,白露,节,1975-09-08 14:33,lunar,
1975,秋分,中气,1975-09-23 23:55,lunar,
1975,寒露,节,1975-10-09 06:02,lunar,
1975,霜降,中气,1975-10-24 09:06,lunar,
1975,立冬,节,1975-11-08 09:03,lunar,
1975,小雪,中气,1975-11-23 06:31,lunar,
1975,大雪,节,1975-12-08 01:46,lunar,
1975,冬至,中气,1975-12-22 19:46,lunar,
1976,小寒,节,1976-01-06 12:57,lunar,
1976,大寒,中气,1976-01-21 06:25,lunar,
1976,立春,节,1976-02-05 00:39,lunar,
1976,雨水,中气,1976-02-19 20:40,lunar,
1976,惊蛰,节,1976-03-05 18:48,lunar,
1976,春分,中气,1976-03-20 19:50,lunar,
1976,清明,节,1976-04-04 23:46,lunar,
1976,谷雨,中气,1976-04-20 07:03,lunar,
1976,立夏,节,1976-05-05 17:14,lunar,
1976,小满,中气,1976-05-21 06:21,lunar,
1976,芒种,节,1976-06-05 21:31,lunar,
1976,夏至,中气,1976-06-21 14:24,lunar,
1976,小暑,节,1976-07-07 07:51,lunar,
1976,大暑,中气,1976-07-23 01:18,lunar,
1976,立秋,节,1976-08-07 17:38,lunar,
1976,处暑,中气,1976-08-23 08:18,lunar,
1976,白露,节,1976-09-07 20:28,lunar,
1976,秋分,中气,1976-09-23 05:48,lunar,
1976,寒露,节,1976-10-08 11:58,lunar,
1976,霜降,中气,1976-10-23 14:58,lunar,
1976,立冬,节,1976-11-07 14:59,lunar,
1976,小雪,中气,1976-11-22 12:21,lunar,
1976,大雪,节,1976-12-07 07:41,lunar,
1976,冬至,中气,1976-12-22 01:35,lunar,
1977,小寒,节,1977-01-05 18:51,lunar,
1977,大寒,中气,1977-01-20 12:14,lunar,
1977,立春,节,1977-02-04 06:33,lunar,
1977,雨水,中气,1977-02-19 02:30,lunar,
1977,惊蛰,节,1977-03-06 00:44,lunar,
1977,春分,中气,1977-03-21 01:42,lunar,
1977,清明,节,1977-04-05 05:46,lunar,
1977,谷雨,中气,1977-04-20 12:57,lunar,
1977,立夏,节,1977-05-05 23:16,lunar,
1977,小满,中气,1977-05-21 12:14,lunar,
1977,芒种,节,1977-06-06 03:32,lunar,
1977,夏至,中气,1977-06-21 20:14,lunar,
1977,小暑,节,1977-07-07 13:48,lunar,
1977,大暑,中气,1977-07-23 07:04,lunar,
1977,立秋,节,1977-08-07 23:30,lunar,
1977,处暑,中气,1977-08-23 14:00,lunar,
1977,白露,节,1977-09-08 02:16,lunar,
1977,秋分,中气,1977-09-23 11:29,lunar,
1977,寒露,节,1977-10-08 17:44,lunar,
1977,霜降,中气,1977-10-23 20:41,lunar,
1977,立冬,节,1977-11-07 20:46,lunar,
1977,小雪,中气,1977-11-22 18:07,lunar,
1977,大雪,节,1977-12-07 13:31,lunar,
1977,冬至,中气,1977-12-22 07:23,lunar,
1978,小寒,节,1978-01-06 00:43,lunar,
1978,大寒,中气,1978-01-20 18:04,lunar,
1978,立春,节,1978-02-04 12:27,lunar,
1978,雨水,中气,1978-02-19 08:21,lunar,
1978,惊蛰,节,1978-03-06 06:38,lunar,
1978,春分,中气,1978-03-21 07:34,lunar,
1978,清明,节,1978-04-05 11:39,lunar,
1978,谷雨,中气,1978-04-20 18:50,lunar,
1978,立夏,节,1978-05-06 05:09,lunar,
1978,小满,中气,1978-05-21 18:08,lunar,
1978,芒种,节,1978-06-06 09:23,lunar,
1978,夏至,中气,1978-06-22 02:10,lunar,
1978,小暑,节,1978-07-07 19:37,lunar,
1978,大暑,中气,1978-07-23 13:00,lunar,
1978,立秋,节,1978-08-08 05:18,lunar,
1978,处暑,中气,1978-08-23 19:57,lunar,
1978,白露,节,1978-09-08 08:02,lunar,
1978,秋分,中气,1978-09-23 17:25,lunar,
1978,寒露,节,1978-10-08 23:31,lunar,
1978,霜降,中气,1978-10-24 02:37,lunar,
1978,立冬,节,1978-11-08 02:34,lunar,
1978,小雪,中气,1978-11-23 00:05,lunar,
1978,大雪,节,1978-12-07 19:20,lunar,
1978,冬至,中气,1978-12-22 13:21,lunar,
1979,小寒,节,1979-01-06 06:32,lunar,
1979,大寒,中气,1979-01-21 00:00,lunar,
1979,立春,节,1979-02-04 18:12,lunar,
1979,雨水,中气,1979-02-19 14:13,lunar,
1979,惊蛰,节,1979-03-06 12:20,lunar,
1979,春分,中气,1979-03-21 13:22,lunar,
1979,清明,节,1979-04-05 17:18,lunar,
1979,谷雨,中气,1979-04-21 00:35,lunar,
1979,立夏,节,1979-05-06 10:47,lunar,
1979,小满,中气,1979-05-21 23:54,lunar,
1979,芒种,节,1979-06-06 15:05,lunar,
1979,夏至,中气,1979-06-22 07:56,lunar,
1979,小暑,节,1979-07-08 01:25,lunar,
1979,大暑,中气,1979-07-23 18:49,lunar,
1979,立秋,节,1979-08-08 11:11,lunar,
1979,处暑,中气,1979-08-24 01:47,lunar,
1979,白露,节,1979-09-08 14:00,lunar,
1979,秋分,中气,1979-09-23 23:16,lunar,
1979,寒露,节,1979-10-09 05:30,lunar,
1979,霜降,中气,1979-10-24 08:28,lunar,
1979,立冬,节,1979-11-08 08:33,lunar,
1979,小雪,中气,1979-11-23 05:54,lunar,
1979,大雪,节,1979-12-08 01:18,lunar,
1979,冬至,中气,1979-12-22 19:10,lunar,
1980,小寒,节,1980-01-06 12:29,lunar,
1980,大寒,中气,1980-01-21 05:49,lunar,
1980,立春,节,1980-02-05 00:09,lunar,
1980,雨水,中气,1980-02-19 20:02,lunar,
1980,惊蛰,节,1980-03-05 18:16,lunar,
1980,春分,中气,1980-03-20 19:10,lunar,
1980,清明,节,1980-04-04 23:15,lunar,
1980,谷雨,中气,1980-04-20 06:23,lunar,
1980,立夏,节,1980-05-05 16:44,lunar,
1980,小满,中气,1980-05-21 05:42,lunar,
1980,芒种,节,1980-06-05 21:04,lunar,
1980,夏至,中气,1980-06-21 13:47,lunar,
1980,小暑,节,1980-07-07 07:24,lunar,
1980,大暑,中气,1980-07-23 00:42,lunar,
1980,立秋,节,1980-08-07 17:09,lunar,
1980,处暑,中气,1980-08-23 07:41,lunar,
1980,白露,节,1980-09-07 19:53,lunar,
1980,秋分,中气,1980-09-23 05:09,lunar,
1980,寒露,节,1980-10-08 11:19,lunar,
1980,霜降,中气,1980-10-23 14:18,lunar,
1980,立冬,节,1980-11-07 14:18,lunar,
1980,小雪,中气,1980-11-22 11:41,lunar,
1980,大雪,节,1980-12-07 07:01,lunar,
1980,冬至,中气,1980-12-22 00:56,lunar,
1981,小寒,节,1981-01-05 18:13,lunar,
1981,大寒,中气,1981-01-20 11:36,lunar,
1981,立春,节,1981-02-04 05:55,lunar,
1981,雨水,中气,1981-02-19 01:52,lunar,
1981,惊蛰,节,1981-03-06 00:05,lunar,
1981,春分,中气,1981-03-21 01:03,lunar,
1981,清明,节,1981-04-05 05:05,lunar,
1981,谷雨,中气,1981-04-20 12:19,lunar,
1981,立夏,节,1981-05-05 22:35,lunar,
1981,小满,中气,1981-05-21 11:39,lunar,
1981,芒种,节,1981-06-06 02:53,lunar,
1981,夏至,中气,1981-06-21 19:45,lunar,
1981,小暑,节,1981-07-07 13:12,lunar,
1981,大暑,中气,1981-07-23 06:40,lunar,
1981,立秋,节,1981-08-07 22:57,lunar,
1981,处暑,中气,1981-08-23 13:38,lunar,
1981,白露,节,1981-09-08 01:43,lunar,
1981,秋分,中气,1981-09-23 11:05,lunar,
1981,寒露,节,1981-10-08 17:10,lunar,
1981,霜降,中气,1981-10-23 20:13,lunar,
1981,立冬,节,1981-11-07 20:08,lunar,
1981,小雪,中气,1981-11-22 17:36,lunar,
1981,大雪,节,1981-12-07 12:51,lunar,
1981,冬至,中气,1981-12-22 06:51,lunar,
1982,小寒,节,1982-01-06 00:03,lunar,
1982,大寒,中气,1982-01-20 17:31,lunar,
1982,立春,节,1982-02-04 11:45,lunar,
1982,雨水,中气,1982-02-19 07:47,lunar,
1982,惊蛰,节,1982-03-06 05:55,lunar,
1982,春分,中气,1982-03-21 06:56,lunar,
1982,清明,节,1982-04-05 10:53,lunar,
1982,谷雨,中气,1982-04-20 18:07,lunar,
1982,立夏,节,1982-05-06 04:20,lunar,
1982,小满,中气,1982-05-21 17:23,lunar,
1982,芒种,节,1982-06-06 08:36,lunar,
1982,夏至,中气,1982-06-22 01:23,lunar,
1982,小暑,节,1982-07-07 18:55,lunar,
1982,大暑,中气,1982-07-23 12:15,lunar,
1982,立秋,节,1982-08-08 04:42,lunar,
1982,处暑,中气,1982-08-23 19:15,lunar,
1982,白露,节,1982-09-08 07:32,lunar,
1982,秋分,中气,1982-09-23 16:46,lunar,
1982,寒露,节,1982-10-08 23:02,lunar,
1982,霜降,中气,1982-10-24 01:58,lunar,
1982,立冬,节,1982-11-08 02:04,lunar,
1982,小雪,中气,1982-11-22 23:23,lunar,
1982,大雪,节,1982-12-07 18:48,lunar,
1982,冬至,中气,1982-12-22 12:38,lunar,
1983,小寒,节,1983-01-06 05:59,lunar,
1983,大寒,中气,1983-01-20 23:17,lunar,
1983,立春,节,1983-02-04 17:40,lunar,
1983,雨水,中气,1983-02-19 13:31,lunar,
1983,惊蛰,节,1983-03-06 11:47,lunar,
1983,春分,中气,1983-03-21 12:39,lunar,
1983,清明,节,1983-04-05 16:44,lunar,
1983,谷雨,中气,1983-04-20 23:50,lunar,
1983,立夏,节,1983-05-06 10:11,lunar,
1983,小满,中气,1983-05-21 23:06,lunar,
1983,芒种,节,1983-06-06 14:26,lunar,
1983,夏至,中气,1983-06-22 07:09,lunar,
1983,小暑,节,1983-07-08 00:43,lunar,
1983,大暑,中气,1983-07-23 18:04,lunar,
1983,立秋,节,1983-08-08 10:30,lunar,
1983,处暑,中气,1983-08-24 01:07,lunar,
1983,白露,节,1983-09-08 13:20,lunar,
1983,秋分,中气,1983-09-23 22:42,lunar,
1983,寒露,节,1983-10-09 04:51,lunar,
1983,霜降,中气,1983-10-24 07:54,lunar,
1983,立冬,节,1983-11-08 07:52,lunar,
1983,小雪,中气,1983-11-23 05:18,lunar,
1983,大雪,节,1983-12-08 00:34,lunar,
1983,冬至,中气,1983-12-22 18:30,lunar,
1984,小寒,节,1984-01-06 11:41,lunar,
1984,大寒,中气,1984-01-21 05:05,lunar,
1984,立春,节,1984-02-04 23:19,lunar,
1984,雨水,中气,1984-02-19 19:16,lunar,
1984,惊蛰,节,1984-03-05 17:25,lunar,
1984,春分,中气,1984-03-20 18:24,lunar,
1984,清明,节,1984-04-04 22:22,lunar,
1984,谷雨,中气,1984-04-20 05:38,lunar,
1984,立夏,节,1984-05-05 15:51,lunar,
1984,小满,中气,1984-05-21 04:58,lunar,
1984,芒种,节,1984-06-05 20:09,lunar,
1984,夏至,中气,1984-06-21 13:02,lunar,
1984,小暑,节,1984-07-07 06:29,lunar,
1984,大暑,中气,1984-07-22 23:58,lunar,
1984,立秋,节,1984-08-07 16:18,lunar,
1984,处暑,中气,1984-08-23 07:00,lunar,
1984,白露,节,1984-09-07 19:10,lunar,
1984,秋分,中气,1984-09-23 04:33,lunar,
1984,寒露,节,1984-10-08 10:43,lunar,
1984,霜降,中气,1984-10-23 13:46,lunar,
1984,立冬,节,1984-11-07 13:46,lunar,
1984,小雪,中气,1984-11-22 11:11,lunar,
1984,大雪,节,1984-12-07 06:28,lunar,
1984,冬至,中气,1984-12-22 00:23,lunar,
1985,小寒,节,1985-01-05 17:35,lunar,
1985,大寒,中气,1985-01-20 10:58,lunar,
1985,立春,节,1985-02-04 05:12,lunar,
1985,雨水,中气,1985-02-19 01:07,lunar,
1985,惊蛰,节,1985-03-05 23:16,lunar,
1985,春分,中气,1985-03-21 00:14,lunar,
1985,清明,节,1985-04-05 04:14,lunar,
1985,谷雨,中气,1985-04-20 11:26,lunar,
1985,立夏,节,1985-05-05 21:43,lunar,
1985,小满,中气,1985-05-21 10:43,lunar,
1985,芒种,节,1985-06-06 02:00,lunar,
1985,夏至,中气,1985-06-21 18:44,lunar,
1985,小暑,节,1985-07-07 12:19,lunar,
1985,大暑,中气,1985-07-23 05:36,lunar,
1985,立秋,节,1985-08-07 22:04,lunar,
1985,处暑,中气,1985-08-23 12:36,lunar,
1985,白露,节,1985-09-08 00:53,lunar,
1985,秋分,中气,1985-09-23 10:07,lunar,
1985,寒露,节,1985-10-08 16:25,lunar,
1985,霜降,中气,1985-10-23 19:22,lunar,
1985,立冬,节,1985-11-07 19:29,lunar,
1985,小雪,中气,1985-11-22 16:51,lunar,
1985,大雪,节,1985-12-07 12:16,lunar,
1985,冬至,中气,1985-12-22 06:08,lunar,
1986,小寒,节,1986-01-05 23:28,lunar,
1986,大寒,中气,1986-01-20 16:46,lunar,
1986,立春,节,1986-02-04 11:08,lunar,
1986,雨水,中气,1986-02-19 06:58,lunar,
1986,惊蛰,节,1986-03-06 05:12,lunar,
1986,春分,中气,1986-03-21 06:03,lunar,
1986,清明,节,1986-04-05 10:06,lunar,
1986,谷雨,中气,1986-04-20 17:12,lunar,
1986,立夏,节,1986-05-06 03:31,lunar,
1986,小满,中气,1986-05-21 16:28,lunar,
1986,芒种,节,1986-06-06 07:44,lunar,
1986,夏至,中气,1986-06-22 00:30,lunar,
1986,小暑,节,1986-07-07 18:01,lunar,
1986,大暑,中气,1986-07-23 11:24,lunar,
1986,立秋,节,1986-08-08 03:46,lunar,
1986,处暑,中气,1986-08-23 18:26,lunar,
1986,白露,节,1986-09-08 06:35,lunar,
1986,秋分,中气,1986-09-23 15:59,lunar,
1986,寒露,节,1986-10-08 22:07,lunar,
1986,霜降,中气,1986-10-24 01:14,lunar,
1986,立冬,节,1986-11-08 01:13,lunar,
1986,小雪,中气,1986-11-22 22:44,lunar,
1986,大雪,节,1986-12-07 18:01,lunar,
1986,冬至,中气,1986-12-22 12:02,lunar,
1987,小寒,节,1987-01-06 05:13,lunar,
1987,大寒,中气,1987-01-20 22:40,lunar,
1987,立春,节,1987-02-04 16:52,lunar,
1987,雨水,中气,1987-02-19 12:50,lunar,
1987,惊蛰,节,1987-03-06 10:54,lunar,
1987,春分,中气,1987-03-21 11:52,lunar,
1987,清明,节,1987-04-05 15:44,lunar,
1987,谷雨,中气,1987-04-20 22:58,lunar,
1987,立夏,节,1987-05-06 09:06,lunar,
1987,小满,中气,1987-05-21 22:10,lunar,
1987,芒种,节,1987-06-06 13:19,lunar,
1987,夏至,中气,1987-06-22 06:11,lunar,
1987,小暑,节,1987-07-07 23:39,lunar,
1987,大暑,中气,1987-07-23 17:06,lunar,
1987,立秋,节,1987-08-08 09:29,lunar,
1987,处暑,中气,1987-08-24 00:10,lunar,
1987,白露,节,1987-09-08 12:24,lunar,
1987,秋分,中气,1987-09-23 21:45,lunar,
1987,寒露,节,1987-10-09 04:00,lunar,
1987,霜降,中气,1987-10-24 07:01,lunar,
1987,立冬,节,1987-11-08 07:06,lunar,
1987,小雪,中气,1987-11-23 04:29,lunar,
1987,大雪,节,1987-12-07 23:52,lunar,
1987,冬至,中气,1987-12-22 17:46,lunar,
1988,小寒,节,1988-01-06 11:04,lunar,
1988,大寒,中气,1988-01-21 04:24,lunar,
1988,立春,节,1988-02-04 22:43,lunar,
1988,雨水,中气,1988-02-19 18:35,lunar,
1988,惊蛰,节,1988-03-05 16:47,lunar,
1988,春分,中气,1988-03-20 17:39,lunar,
1988,清明,节,1988-04-04 21:39,lunar,
1988,谷雨,中气,1988-04-20 04:45,lunar,
1988,立夏,节,1988-05-05 15:02,lunar,
1988,小满,中气,1988-05-21 03:57,lunar,
1988,芒种,节,1988-06-05 19:15,lunar,
1988,夏至,中气,1988-06-21 11:57,lunar,
1988,小暑,节,1988-07-07 05:33,lunar,
1988,大暑,中气,1988-07-22 22:51,lunar,
1988,立秋,节,1988-08-07 15:20,lunar,
1988,处暑,中气,1988-08-23 05:54,lunar,
1988,白露,节,1988-09-07 18:12,lunar,
1988,秋分,中气,1988-09-23 03:29,lunar,
1988,寒露,节,1988-10-08 09:45,lunar,
1988,霜降,中气,1988-10-23 12:44,lunar,
1988,立冬,节,1988-11-07 12:49,lunar,
1988,小雪,中气,1988-11-22 10:12,lunar,
1988,大雪,节,1988-12-07 05:34,lunar,
1988,冬至,中气,1988-12-21 23:28,lunar,
1989,小寒,节,1989-01-05 16:46,lunar,
1989,大寒,中气,1989-01-20 10:07,lunar,
1989,立春,节,1989-02-04 04:27,lunar,
1989,雨水,中气,1989-02-19 00:21,lunar,
1989,惊蛰,节,1989-03-05 22:34,lunar,
1989,春分,中气,1989-03-20 23:28,lunar,
1989,清明,节,1989-04-05 03:30,lunar,
1989,谷雨,中气,1989-04-20 10:39,lunar,
1989,立夏,节,1989-05-05 20:54,lunar,
1989,小满,中气,1989-05-21 09:54,lunar,
1989,芒种,节,1989-06-06 01:05,lunar,
1989,夏至,中气,1989-06-21 17:53,lunar,
1989,小暑,节,1989-07-07 11:19,lunar,
1989,大暑,中气,1989-07-23 04:45,lunar,
1989,立秋,节,1989-08-07 21:04,lunar,
1989,处暑,中气,1989-08-23 11:46,lunar,
1989,白露,节,1989-09-07 23:54,lunar,
1989,秋分,中气,1989-09-23 09:20,lunar,
1989,寒露,节,1989-10-08 15:27,lunar,
1989,霜降,中气,1989-10-23 18:35,lunar,
1989,立冬,节,1989-11-07 18:34,lunar,
1989,小雪,中气,1989-11-22 16:05,lunar,
1989,大雪,节,1989-12-07 11:21,lunar,
1989,冬至,中气,1989-12-22 05:22,lunar,
1990,小寒,节,1990-01-05 22:33,lunar,
1990,大寒,中气,1990-01-20 16:02,lunar,
1990,立春,节,1990-02-04 10:14,lunar,
1990,雨水,中气,1990-02-19 06:14,lunar,
1990,惊蛰,节,1990-03-06 04:19,lunar,
1990,春分,中气,1990-03-21 05:19,lunar,
1990,清明,节,1990-04-05 09:13,lunar,
1990,谷雨,中气,1990-04-20 16:27,lunar,
1990,立夏,节,1990-05-06 02:35,lunar,
1990,小满,中气,1990-05-21 15:37,lunar,
1990,芒种,节,1990-06-06 06:46,lunar,
1990,夏至,中气,1990-06-21 23:33,lunar,
1990,小暑,节,1990-07-07 17:00,lunar,
1990,大暑,中气,1990-07-23 10:22,lunar,
1990,立秋,节,1990-08-08 02:46,lunar,
1990,处暑,中气,1990-08-23 17:21,lunar,
1990,白露,节,1990-09-08 05:37,lunar,
1990,秋分,中气,1990-09-23 14:55,lunar,
1990,寒露,节,1990-10-08 21:14,lunar,
1990,霜降,中气,1990-10-24 00:14,lunar,
1990,立冬,节,1990-11-08 00:24,lunar,
1990,小雪,中气,1990-11-22 21:47,lunar,
1990,大雪,节,1990-12-07 17:14,lunar,
1990,冬至,中气,1990-12-22 11:07,lunar,
1991,小寒,节,1991-01-06 04:28,lunar,
1991,大寒,中气,1991-01-20 21:47,lunar,
1991,立春,节,1991-02-04 16:08,lunar,
1991,雨水,中气,1991-02-19 11:58,lunar,
1991,惊蛰,节,1991-03-06 10:12,lunar,
1991,春分,中气,1991-03-21 11:02,lunar,
1991,清明,节,1991-04-05 15:05,lunar,
1991,谷雨,中气,1991-04-20 22:08,lunar,
1991,立夏,节,1991-05-06 08:27,lunar,
1991,小满,中气,1991-05-21 21:20,lunar,
1991,芒种,节,1991-06-06 12:38,lunar,
1991,夏至,中气,1991-06-22 05:19,lunar,
1991,小暑,节,1991-07-07 22:53,lunar,
1991,大暑,中气,1991-07-23 16:11,lunar,
1991,立秋,节,1991-08-08 08:37,lunar,
1991,处暑,中气,1991-08-23 23:13,lunar,
1991,白露,节,1991-09-08 11:27,lunar,
1991,秋分,中气,1991-09-23 20:48,lunar,
1991,寒露,节,1991-10-09 03:01,lunar,
1991,霜降,中气,1991-10-24 06:05,lunar,
1991,立冬,节,1991-11-08 06:08,lunar,
1991,小雪,中气,1991-11-23 03:36,lunar,
1991,大雪,节,1991-12-07 22:56,lunar,
1991,冬至,中气,1991-12-22 16:54,lunar,
1992,小寒,节,1992-01-06 10:09,lunar,
1992,大寒,中气,1992-01-21 03:32,lunar,
1992,立春,节,1992-02-04 21:48,lunar,
1992,雨水,中气,1992-02-19 17:44,lunar,
1992,惊蛰,节,1992-03-05 15:52,lunar,
1992,春分,中气,1992-03-20 16:48,lunar,
1992,清明,节,1992-04-04 20:45,lunar,
1992,谷雨,中气,1992-04-20 03:57,lunar,
1992,立夏,节,1992-05-05 14:09,lunar,
1992,小满,中气,1992-05-21 03:12,lunar,
1992,芒种,节,1992-06-05 18:22,lunar,
1992,夏至,中气,1992-06-21 11:14,lunar,
1992,小暑,节,1992-07-07 04:40,lunar,
1992,大暑,中气,1992-07-22 22:09,lunar,
1992,立秋,节,1992-08-07 14:27,lunar,
1992,处暑,中气,1992-08-23 05:10,lunar,
1992,白露,节,1992-09-07 17:18,lunar,
1992,秋分,中气,1992-09-23 02:43,lunar,
1992,寒露,节,1992-10-08 08:51,lunar,
1992,霜降,中气,1992-10-23 11:57,lunar,
1992,立冬,节,1992-11-07 11:57,lunar,
1992,小雪,中气,1992-11-22 09:26,lunar,
1992,大雪,节,1992-12-07 04:44,lunar,
1992,冬至,中气,1992-12-21 22:43,lunar,
1993,小寒,节,1993-01-05 15:57,lunar,
1993,大寒,中气,1993-01-20 09:23,lunar,
1993,立春,节,1993-02-04 03:37,lunar,
1993,雨水,中气,1993-02-18 23:35,lunar,
1993,惊蛰,节,1993-03-05 21:43,lunar,
1993,春分,中气,1993-03-20 22:41,lunar,
1993,清明,节,1993-04-05 02:37,lunar,
1993,谷雨,中气,1993-04-20 09:49,lunar,
1993,立夏,节,1993-05-05 20:02,lunar,
1993,小满,中气,1993-05-21 09:02,lunar,
1993,芒种,节,1993-06-06 00:15,lunar,
1993,夏至,中气,1993-06-21 17:00,lunar,
1993,小暑,节,1993-07-07 10:32,lunar,
1993,大暑,中气,1993-07-23 03:51,lunar,
1993,立秋,节,1993-08-07 20:18,lunar,
1993,处暑,中气,1993-08-23 10:50,lunar,
1993,白露,节,1993-09-07 23:08,lunar,
1993,秋分,中气,1993-09-23 08:23,lunar,
